Kundennummer,Kundenname,Kundenalter,Jahreseinkommen,Kreditsumme,Kreditwuerdig
ff191488-5968-4c99-92da-df9845ff9413,Boote,61.82,65143.79,394676.60,true
2d436622-c63b-4709-bddb-c693da52e283,Bartels-Ellis,66.68,91578.04,396440.38,true
5fc24119-f5c4-45b7-8cf6-c1503e238086,Lound,82.55,37494.38,165348.42,false
a3a2bfd2-0e7d-44ad-b191-08a96b4f0a48,Wolver,68.73,63901.32,209456.47,false
5b331c06-e132-4f3d-bd68-453d9dbddddd,Lomasny,57.90,89913.33,255777.06,true
0d5e5e3d-ace8-4818-a542-29a98dcea13c,Debold,58.86,62345.93,241367.97,true
ecadf340-609e-4db2-8bea-e947e26953cc,Pietruszewicz,64.76,34945.14,304975.23,false
3f7f9f24-e11c-45f3-ba3e-041e1306cd2d,Hovie,20.02,67843.43,139879.34,true
c4f66d18-27ac-4243-9db7-63c5ee4da856,Dudson,83.21,35852.80,159627.21,true
edb36401-f08d-4a96-b822-2ffa7b3a82e2,Wynne,89.52,56185.29,340156.35,true
1f7b7320-e355-47db-90a3-6f138df37be2,Bilbey,46.33,97584.35,187267.94,false
0caee3ec-47ca-47db-844a-8c1525ca4e33,Peppard,24.42,91718.26,335991.74,true
e7e4f25b-2f30-4811-b8f5-6b6177c4edb4,Twizell,64.13,82891.41,230076.96,false
fc4c9379-d535-4826-8b75-0cef709e3962,Lillo,92.72,77457.99,237273.88,true
adc0c626-c8aa-43c8-a77d-5da6a44a0faf,Drain,29.18,78735.04,173776.08,true
e759871e-eaf9-4998-9555-3bb418511698,Showler,98.89,58102.90,393812.76,true
671b969d-168b-4cb1-b1cf-e50809c287d9,Paterno,53.58,98169.94,417046.30,false
a813a61a-5929-4e42-8394-392e6cafa895,Ezzy,85.93,65655.15,421614.54,false
61e1a48c-ec24-4760-b39a-25a98d5ba7d5,MacCathay,88.04,32628.25,233914.60,false
69b23198-3753-4af9-a74c-e422b6c58083,Lymer,43.63,31740.58,395939.67,false
76c46ff2-c68f-47f5-b2a8-ef4a95920def,Bland,79.36,93982.06,83805.69,true
1b2eabe4-3fd6-4729-a7ed-809b6c039afc,Waterdrinker,21.31,43170.76,169434.96,true
7f737dd2-0d76-46e0-981e-91b4b8182809,Brimelow,63.31,63462.37,148097.65,true
d3e15d1b-55ee-43d8-83f0-d9f37951f7a2,Bousquet,34.45,42988.74,398932.82,false
c90cdd54-54f7-4a95-8ad9-7d165e17516e,Skipworth,48.87,37656.14,150938.55,true
ee31fd7d-ba6a-4996-a68c-af96826b4c2d,Bettison,26.56,39216.91,131647.78,false
ca91da62-7c0d-4b3b-a69c-eed37067fd1c,Greetham,28.42,51851.07,337297.87,false
07536f81-cd03-4e99-afeb-15df8c1db424,Saltsberger,97.22,56154.71,99382.24,true
7bf59876-3900-4811-919a-58a62fbe59a3,Sibyllina,95.29,83610.94,372823.65,false
c72e250f-bad6-4ffa-8269-2198f0b9ae5a,Cabral,79.82,77769.01,408552.21,false
cdb2acbd-1ae8-4520-a448-1c0cb2d655b4,Marten,18.85,67446.52,161314.41,false
e5d0ca18-312c-4c20-97ba-acea7ed17cb3,Kildea,25.48,78003.99,181138.64,false
a6571bc1-61e4-4a10-9fd7-2fd5bce0e83a,MacKaile,53.37,46220.44,292259.57,false
c8d49667-7ec4-40f3-8b63-02470638b64d,Goodlatt,30.24,61701.24,61245.66,true
72daf2aa-5f35-460e-a769-d6b7331b98d2,O'Keaveny,61.22,46671.90,393279.83,false
47acc142-2f03-4206-bbb7-a00926418bd9,Claesens,78.44,75231.07,438225.22,true
197eafd6-d381-4006-9451-92477b7d70dd,Lagadu,90.26,30402.16,253492.97,false
d5decefd-a8fc-4da3-b9dc-b993c318f740,Josilevich,40.67,53677.71,164997.91,false
2d6a8450-9258-4ec2-9c34-25cadcd00b2e,Handke,97.54,90320.31,161926.55,false
0bd83e71-6700-4ea2-b660-3717f6d504ca,Eisikovitsh,44.91,80219.02,129187.16,false
1d87db4b-1d74-42f8-ad6e-3eea5c2afa70,Pentecost,35.58,40488.87,209727.22,false
48aadd4e-73a4-4d70-8923-d01936c3fb94,Oldfield,59.98,75570.45,360953.65,false
4bce65c9-9d02-4ee9-b90d-5b93142195c7,Sigart,36.50,94426.67,202355.65,true
400d7106-06f2-4e7d-9fc6-bd0f7bd03532,Blaylock,25.25,78157.15,190665.24,false
67e9c5ca-6d44-48a5-8abe-f991c5758cff,Episcopio,87.96,71832.57,320985.95,true
9a852162-b35d-4f7c-988f-fa65ccf30457,Clacson,75.57,60032.37,325015.44,false
a61292d7-0857-4aba-9312-1b16654f811e,Bussetti,88.68,80752.85,78564.64,true
cfc387d0-3cd5-4113-9f48-0413eda1a481,Swaffield,55.58,53365.53,149981.50,false
73a6fbe9-8079-4adb-b11b-84a219766554,Crysell,59.63,34476.82,88801.38,false
554bf45d-8bc3-470d-803e-e15f1bb100ad,Vellender,48.96,86728.97,85417.85,true
176af21e-1434-4d77-9c00-9ceb879f93a1,Mazzey,33.45,66820.03,150201.65,true
215d16a4-4212-47f3-b7dc-9adc97b0543d,Roggerone,77.77,55682.27,345019.43,false
b97d74b5-8ee6-46c0-abc0-e118ec1c1829,Moxley,52.60,76378.61,337546.76,false
e51c4dc9-a104-48a2-8891-11149e6d824b,Lockhurst,89.84,42397.74,362351.06,false
d9dd66f5-1154-43b4-9793-79ec680f93f0,Quibell,98.34,57901.34,193878.42,false
7624caee-9610-4ba9-b20b-e19e377160ed,Beeston,31.43,74332.12,67952.30,true
7124b9dc-ba5d-46bf-9e11-d35f2cd351a2,Couthard,91.98,36412.17,422942.78,false
f097a3c1-3dee-40ed-8fb5-dbcbd4f04b92,Vaudin,57.37,36220.68,333911.92,true
958bb5f1-8a33-4dd1-9bf8-a73d05b34f95,Fawdrie,82.33,97886.93,99708.42,true
3f04da7b-090a-466a-b86a-d5e1bbfcc050,Wegner,53.28,35003.74,268634.41,true
f1116246-214e-41ba-9bc0-f19f23d5aceb,Guterson,98.28,50541.08,307096.06,true
e8b7f80b-813c-4049-bf92-94a57c75dc23,Knibley,76.68,93764.53,149383.84,false
77a926f8-fdf0-403a-9607-9dcd7a73ece2,Fraczkiewicz,94.16,47844.98,320271.50,true
d086ede9-71a5-4417-af3d-a62f2df31ba1,Tolussi,43.32,61858.76,194654.35,true
981e1fcd-832f-4df9-b909-da8ac8c6ab71,Oger,65.41,38242.14,77384.04,false
abdc2071-4f1a-4869-b4e6-9e844d260905,Dullingham,18.85,92766.14,298203.75,false
63cc0531-164d-4849-aa17-7fbfbb018595,Okell,21.15,50056.93,232708.04,true
772f4488-c226-429f-af0f-d359fe0c478a,Baynes,63.04,52473.57,270166.75,false
083d1ff5-0672-4353-8b5b-00576997886d,Downe,53.64,84312.01,297513.54,false
1ec54947-5043-4891-89e7-0f1aa53e64f4,Bernolet,73.14,52567.47,430994.37,false
904e1cea-9ac5-4083-af0f-cd843f53afdc,Bende,53.35,40677.46,156169.49,true
81e97ca8-4a56-40d4-aa1f-8bd5e29697f0,Cufflin,45.63,55431.48,331729.35,false
a845a006-a4e5-43dc-8c1a-17edcc6fece7,Hallad,76.92,44611.60,86084.89,true
0fe62084-f07b-460c-a06f-c4f2d8c7698e,Howgill,38.95,71542.74,272950.75,false
9abbd3d1-820d-4066-8295-232fa16d18d0,Scini,52.54,88131.00,180086.19,false
c21f7d28-96b2-486a-bcf3-37853d8e7211,Ing,43.95,49128.76,440107.81,true
34f33384-8539-485f-bac9-b7265ebc0f9a,Cotmore,32.61,30507.92,303530.43,false
d2f5229b-638a-45b3-b9a7-cc9061905cf2,Sapir,31.87,78389.50,350297.73,false
89a46982-ed6f-4c13-a54d-9eed1ba2c5b1,Penright,90.98,35072.70,341726.88,true
4701e6b7-7048-4d83-8c0b-5d32b5ab155e,Wickendon,61.51,38694.83,196795.62,true
237235f1-e2be-4674-9307-20b0383ac207,Tearney,77.10,76904.62,329088.06,true
00cfd373-f157-4a4f-a226-370dc21f977b,McIlriach,70.18,43434.98,280718.95,false
31b2888f-6014-4abd-adc0-1374688c6c82,Giraldez,45.57,45453.66,102448.59,false
7aa69929-056f-462b-9c8a-3b70c88ea233,Jean,43.03,67367.37,63475.76,true
5bc484cd-0d64-4970-a3a1-8b69c636e481,Sherwin,93.28,49725.05,154676.47,true
6d30a2b9-7ed0-4de6-812e-3fe35a969f27,Vignal,43.80,71069.92,148997.49,false
46d94604-5688-4456-b4a4-05b55aec43ff,Scoon,93.07,61418.14,113804.90,true
93353dbd-7f67-4edd-b8fe-f49c21d4539e,Kearley,60.05,77640.53,139054.29,false
80c00516-f2b4-4a4b-b261-f796c7be26e2,Tudgay,63.48,40693.23,100737.64,true
210d579f-a804-4427-ad3e-f6e88ab06546,Melsom,56.30,97061.77,75085.42,false
0308491f-d317-4e50-bf3a-fa742f193869,McEntegart,94.48,74101.81,179787.67,false
1e67e192-f5be-433e-a1e4-cda5073f75fc,Van der Beek,82.01,53864.95,152229.49,true
9de359a5-fd0a-45f2-9b30-a7a36783da7f,Kewley,61.93,95435.92,286829.79,true
7109cd4b-7841-493b-b1d0-cf1af10d5fb5,Huey,49.93,32622.86,64867.41,false
87dcda5a-5e70-4391-a143-d479b632ee6b,Elcoux,67.53,86770.24,172586.50,true
414a9e63-9b54-461b-87fe-db1fcc457f10,Howgate,99.96,32080.72,416273.65,false
51cdfb1d-5e2b-4e2b-a993-48fdf763c899,Atherley,66.45,33750.95,303895.97,false
a968032c-8216-49ee-819f-1facfcfb1299,Crafter,85.10,57316.27,207665.67,false
362aceea-195a-4780-91bd-fbc9a0bac894,Pepperell,79.02,40736.37,122164.32,true
4577d8aa-feb1-4fd9-beda-adc53dade322,Leifer,60.01,97507.18,183725.56,true
f8867b17-5d49-43bc-b6f8-63723a723aa6,McIlwrick,26.79,44280.07,331919.75,true
d3503532-88fb-49d8-9d39-9e3cbcf3a3d7,Hamlyn,49.56,59064.28,129283.07,true
c8eb4ebf-01c0-43e2-898a-285ef9e835c1,Calven,39.54,41813.37,385194.08,true
8c1c0123-dfb2-4ae2-be44-1331d96df436,Oddie,32.80,64576.82,242041.13,true
96b8bef2-229a-47b6-a6c4-6f0ac4b80209,Pabst,21.98,39470.05,338451.99,true
89b2dd71-6d5b-4bfd-be6b-e3a02a813533,Lafflin,95.67,52887.36,194913.48,true
e9563558-e3d0-4a0c-a1ad-83595631f4bb,Reading,73.38,40852.38,81964.89,false
befc3794-6d8a-4752-a2ec-132e0e4c18e7,Frango,61.34,76566.41,64581.32,true
110dcb0d-0be4-4e1a-801d-fe5184e210f8,Bladder,43.08,86227.53,365271.53,true
24301658-1945-4592-bb18-0d0d80769dcc,Slaney,51.16,36093.60,317539.15,true
c60b1685-b890-48f8-a5e8-a1a1c1ffd634,Smorthit,61.42,41356.82,183311.10,true
d59aedc7-31b1-467e-b7c2-7850c28e0cdf,Winwood,30.04,70551.59,371843.44,true
b163b892-28c7-4823-a2eb-840483296133,Doel,89.24,49296.90,449851.30,false
86d33118-830d-4b27-8022-80f60421b19a,O'Towey,72.40,38722.81,344095.49,true
9c1a40d8-573a-4f4d-af5d-0fc3171fceda,Nickoll,40.63,65522.06,269772.83,false
92b831c9-8b5d-43b0-abb9-d3d37dec77d5,Job,80.56,69679.90,221762.58,false
61019bd8-63aa-4c28-9868-24ea943031a6,Lidington,39.06,94480.99,300559.05,true
2c6feee0-2d76-445f-8368-85f6047a8f07,Markie,82.16,75963.54,438961.95,false
37bf0d12-5875-4e07-a05e-8482b5d9143f,Carnaman,19.33,63598.15,237637.45,true
42d42e25-2773-46dc-a552-6e74a67df292,Harrinson,58.88,80541.62,303484.00,false
de907701-74fe-4ceb-b590-ca12b61ebbac,Pallin,86.24,30890.45,171387.12,false
eeecb23d-d122-4bad-a2fc-d24718790985,Stede,75.73,36067.72,163448.73,false
f1dfbc3e-1487-40d8-91b7-db327b809ee5,Bradford,27.69,32357.01,189755.80,false
397f3c81-94fc-4163-b725-6ac177ccee1e,Milsted,54.97,31303.52,292651.75,false
a2b48e69-483d-47ce-868c-f3e046a7a625,Verralls,45.55,86086.81,286600.84,true
9a9b1d9e-1eeb-4048-a049-d70972a6b84e,Szymonwicz,67.71,31059.40,202525.48,false
02973056-3181-4bc7-a211-7480d2a7b47c,Rousel,71.61,38226.27,407874.26,false
d7a5738b-1846-4496-8fd6-22e51306499b,Ledingham,34.76,40939.44,334753.17,true
5625d791-c9cc-4973-874f-1281d5fc1e6f,Lorain,73.73,69787.52,235892.20,false
c156e03c-5b3e-472b-b39f-e92061626c9c,Snyder,97.82,49896.94,161270.17,false
3b9533be-28fe-46e4-ad81-a0c964b7c09a,Ilyushkin,48.74,46654.16,153505.58,true
de5b4ab0-388a-46b3-88f5-ff6109538ada,Pestor,18.15,52169.33,102436.35,false
870a10ad-f5ca-4a96-a451-734f82830c56,Melding,86.24,91307.03,329719.47,false
17f67df2-54e6-4f4f-ae90-e8489aef1a3b,Rich,75.19,43962.22,79499.02,true
7417f33f-a9e3-4211-9b58-4dd914acfa73,Swin,47.07,43434.60,378906.68,false
10053db6-9bc7-420a-aed1-a11ede6c03d0,Falkinder,72.09,51428.02,383320.95,true
1d9de430-34d2-476c-aefd-fc849bb792f3,Lively,57.80,54065.33,440205.28,true
9e77e66b-88e1-4e4f-88fb-675957015c68,Fernanando,73.33,41101.42,119813.42,true
7d1cf11b-8f0f-451e-be91-91f78d0fc186,Danzig,56.69,32165.31,343087.13,true
8039d809-ad9e-401a-aed5-84d6c5033c86,Guiness,83.73,60817.77,329024.06,true
4b7acb0b-6e47-4f3c-8c63-1245c6f7d624,Cowlin,62.31,61241.10,89194.99,false
12780b1f-de70-4f47-a86b-1b443a61e441,Licas,40.38,86012.89,217618.44,false
4eb14d8f-5c46-454d-b4f0-08c802003324,McMurdo,20.21,63369.94,210647.23,false
acc74a83-2baa-4e0d-bb98-369fc5bdec8b,Tudor,19.00,46431.32,252934.19,true
0e95c824-6df5-498f-bbfb-5aa17497d0a1,Nafzger,45.35,49122.14,61370.33,false
6ba9cbde-c34c-4acf-ae5d-3f6bd633849f,Simkiss,60.08,80559.74,315348.50,true
b110ad95-730c-415d-a5b0-77ad6e25625f,Rappport,96.72,85745.37,427501.67,true
3a803834-6bf8-45b6-87e2-bc50f8f6ddf5,Winchurch,56.79,77699.20,196869.00,true
1c77286d-ab7b-4034-8810-ec8d4b21d9a7,Lorans,57.60,38199.98,76981.32,false
3c9d00aa-f3c7-407a-a58a-d95560d0ecdb,Viegas,53.48,36872.34,151673.62,false
00042045-ee4f-4fe1-bdf8-075f0554b4bb,Gillani,84.09,80958.11,319948.83,false
f3ceed3c-fc59-463f-87fb-3ff176a1b10d,Gardener,41.20,39699.72,115065.83,true
264fb17c-fe5c-44b8-b1b8-2fd1e0aee527,Emmot,60.97,30284.47,373796.88,false
224d53bf-4400-43b3-b065-a4b1296a686d,Demougeot,84.37,54703.51,78763.65,true
f64e57aa-80e5-4add-aed5-0aa6bd99ef8a,Paradyce,30.56,77818.37,147190.34,false
a45959e5-a5c9-476d-bfcf-c3ffdc2cce04,Slaight,70.90,92285.54,424924.12,true
8131c09f-2537-494e-852c-93890e47e257,Frid,54.67,86946.74,345814.50,true
2491f098-74e1-4769-8809-4f980d300273,Frobisher,80.30,30838.38,307952.83,false
8001e6ce-bcd3-4fb5-91fb-42892d496d50,Sawday,23.51,67384.76,406985.40,false
6c4eb412-8bba-45fe-955c-75eaf0441b5c,Cock,80.80,98659.83,82119.02,true
147a72d6-5669-4894-8bfb-19c4ceba9748,Valti,91.39,67653.52,258032.39,true
55b1cfaa-7be8-44e3-addc-662460fbe87c,Lenden,69.34,65326.76,153085.01,false
3b12a614-9837-46d8-b350-64e258cbdf16,Rummery,33.23,30792.12,210548.52,false
d829df99-41dd-4227-b386-db48e19a0e1c,Billingham,90.12,61473.16,394962.25,true
2881d31a-43a9-4f2a-8a3a-0aa31b6da0fe,Espy,64.70,52226.46,416442.97,false
5caf9b8d-984f-4848-a84f-c51136f57da8,Pressey,37.30,64906.06,159293.06,false
7627b54e-f7c5-4e71-a443-14ec32956b54,Greated,45.15,69996.38,105872.17,true
2570e1e4-e275-4a05-93b0-e526fea56da3,Mabee,61.64,52745.97,280831.05,false
76593096-04cc-4657-bd1e-c052b6021a85,Linford,51.39,57902.99,192909.29,false
57afd1fb-cd81-4b9e-a442-b30df7a19631,Hixson,76.88,64121.28,382882.72,true
464dbaf8-1c77-4cfa-a58e-627435a62f76,Standfield,92.73,72946.60,424414.83,true
8a615763-b69f-4e4a-91ba-74e851e66c2e,Fredy,99.19,61149.20,321843.73,false
d445b5dc-0740-42f9-9dc0-d343118e03dc,Addicote,97.94,89305.74,320966.80,false
dcbbbdc3-1dc9-4721-87c3-3e2c2fca9b25,Kaemena,56.34,86447.89,435701.10,false
1f9ad4e0-50f6-44e7-ba09-510455babfd8,Eveling,88.53,50096.51,176222.72,false
3d2b25b7-174d-4a86-b9bb-b056d02b27d5,Mount,20.27,86671.90,289830.13,false
cc4833d1-1f46-4baa-96ca-28f069563a51,Wilbud,64.42,96980.37,369598.29,false
e0b00500-c817-4122-b5c1-eda84343fd50,Chellam,76.72,73101.02,329778.45,false
079d7943-986a-49aa-963e-50ab8566a901,Bestman,63.53,55699.23,161838.96,true
15aaf18a-0637-466f-b3f7-bbb212559aa8,Bleeze,66.14,54272.63,68979.24,true
af048338-cb03-42f2-b43b-e840411b9290,Twallin,76.94,88836.24,388283.11,false
1d5b21c0-76e6-4aeb-b98b-88d104cb5f84,D'Agostino,75.35,50721.64,221258.38,true
e7314b95-05ee-45c0-a042-c5206de9b88e,Pashba,97.03,38041.48,354205.60,true
2dde2e0f-d511-4ecb-95dd-932ad4c7e3cd,Ondra,90.69,74053.74,67722.63,true
b6f792f4-f023-4b18-8465-048aa395a6b1,Janssen,21.56,34851.13,165247.71,true
469fb9a9-6406-4062-8c81-aba1e9e8cc8f,McLorinan,89.72,62761.99,189117.23,true
51de1085-ce31-46bb-9206-0cc0dbe496ee,Wellington,50.96,59084.02,447824.03,false
b97d25f1-6d86-4640-a624-c99ea2fa31c7,Peeke,55.91,38727.27,148491.51,false
86147707-34aa-4fad-adcb-f1d9e54b2045,Elwin,80.60,37352.12,173484.82,true
8f2ffde1-7aec-48da-9168-40f59dd65be7,William,99.22,58873.40,123720.47,false
fb406436-1fbe-4874-8db1-088a9809a6ad,Windram,41.00,50853.85,119424.80,false
7143ae19-2e79-45ec-af8d-411f53fa2853,Andrivel,87.66,78685.66,89067.00,false
d27847ce-2571-4d7e-b795-5e19c647a829,Stockey,99.95,70662.32,66103.10,false
6e25dd7b-858a-4530-83de-176dc3160b76,Profit,88.86,34634.08,351383.21,false
03f10c86-0a70-489d-886b-c22ffe32cca4,Lutsch,80.16,64232.98,395743.91,true
75ba6001-8bdc-4cc2-a047-55df00d9c80d,Chesson,82.85,99007.21,91772.60,true
eaa7f600-0622-45f0-ad6f-34fd93376228,Stother,49.66,67121.54,320919.79,false
ebff9c56-8b38-4c58-9e68-f859ff933b43,Roblett,25.60,56298.81,208163.08,true
a459fa74-48db-4b6f-8a0b-23c436e8f71e,Pottle,82.78,98350.87,448543.71,false
9ff7a15d-dda2-4753-99e0-d7829d46d4f2,Blazynski,29.49,75830.83,381341.84,true
9d02f8bc-6a92-4571-a974-261bd4cd9763,Iacapucci,62.99,67840.27,193979.44,true
c147f157-c5bc-4474-b2bc-2b393f063642,Paske,68.34,32215.88,375007.56,true
331334d3-3eb6-458e-a4ec-a06208c1136f,Knudsen,73.46,38391.44,329738.11,false
53160c30-da46-4ca4-abde-bf494d28a975,Spelwood,44.83,49361.34,239629.96,false
3024af16-12f5-4349-a0f5-bd2af9a3d303,Halpeine,33.05,95566.01,439504.24,true
7a7d9b96-f74b-456f-a720-279a8c0c44d7,Olsson,47.11,42518.46,155550.72,false
e8ef3a08-8d14-4b12-aabe-c4b9e743abfb,Brumbie,42.06,95061.48,210290.52,false
1ff56884-a8ad-4e16-8fc6-8b8f51596f04,Brasse,33.91,76780.77,353235.38,true
e4c38f75-c70c-420a-9a0b-4660c4d512d3,Le Marchand,90.23,47245.25,448417.97,true
81f444b9-149f-4c55-a64c-b2bcf3e84d22,Benoi,62.65,40693.32,320153.36,false
5b5d4629-4091-4566-a676-b7c06a5edf71,Chitham,68.72,37923.02,339660.13,true
6595dda5-0ffb-4e71-98da-4e333ba760d4,Halworth,59.46,83518.58,336265.96,true
0344b278-227a-4544-92e3-6851feaff6a6,Lantuffe,71.76,60075.32,155317.82,false
a81492f3-c154-413c-ac64-6c6f69bc154c,Angrock,77.59,77226.34,306634.54,false
756f1a1f-d5d3-46b1-9748-b884e74bbbca,Blything,97.17,62056.78,355700.11,false
8c92f4c5-1ff9-4e05-8752-67de9fe6a067,Winchcum,19.78,64767.34,356012.34,true
7a4b7589-43f1-4d4d-aaf2-0c36cf86593e,Bartens,87.66,68316.10,193047.61,true
60380c9d-5d21-443d-9266-9e5c4a6ec8ce,Van Hesteren,22.93,62687.54,357114.46,false
fac3091d-c2f6-4088-9db1-66089f6ef500,Dorow,24.69,64299.81,98547.14,false
0048823a-1260-4b83-ba85-0f078cb7ef69,Slemmonds,25.40,91120.72,235947.54,true
1fa96769-27c5-45cf-bd2f-b8e8a19d0c49,Assad,83.30,83635.47,293930.70,false
c7c3f2ee-a5aa-441f-87b7-fb133c9b14e2,Agirre,40.21,55596.74,293080.08,true
f9841cdf-cc92-4506-845e-7d2ece642d5d,Lasslett,52.57,53573.72,179697.61,true
e3549b65-0946-463b-aee2-bc5299076611,Bidwell,89.64,43954.05,139857.69,true
0d7573b7-f222-4423-ba08-bb35627dae97,Olner,65.35,85511.13,385206.74,false
c21461f4-80ed-490a-8035-fff3a04a10a3,Dewen,66.75,59447.61,363846.73,false
abcf64d2-5e90-45ad-b407-c7f9051d55ad,Placidi,43.82,95119.35,175427.37,false
dbb667b4-ceaf-4adb-a2b1-8940f9be862d,Dauney,26.65,50493.47,417525.04,true
f3c38bd9-7131-4dab-b31a-b8e08b00d4f0,Mayoral,97.30,62887.55,89267.31,true
619189cb-cd21-450b-a6ea-8ecadcd13b9c,Barukh,86.24,31617.05,326601.96,false
c5676441-1069-4932-9785-67bbe480f60f,Lepper,94.17,86137.48,86328.03,false
15ae93c3-c39b-4523-bec8-9110be01c50b,Durman,70.43,91519.16,298992.70,true
9f8bbcec-0ec2-42d0-a7cb-cf0485aa245a,Starcks,51.84,47135.16,300780.15,false
f4809005-413e-4a66-a38c-d748e53347be,Adamson,80.00,86312.79,406613.31,true
5f1e5bd0-f607-41cb-a0c4-852a456043ed,Linder,75.72,64382.95,375220.32,false
b7369ee9-681c-4417-9505-1488251163ff,MacLleese,74.11,53673.59,80357.83,true
d3d9fc0a-988e-4a82-861f-32d9fd49a89a,Allenby,43.82,62606.44,338524.70,false
56d207ed-447b-4aab-a542-00df855d447b,Renney,36.13,42458.92,444939.80,false
5f4c9388-b925-4f62-b859-5ca1544b1d77,Phibb,72.18,65675.43,195163.56,true
97437b1f-bb90-4f20-81ba-49ec4a4e7b52,Canizares,37.85,70162.82,379463.73,false
80bd8329-83bd-4401-bc0b-ee32ad79f644,Comellini,63.13,30445.17,296401.90,true
c75e6a38-2606-49b7-bd4e-c805edc27d5d,Crolly,79.79,58449.97,432090.26,false
097fd2d6-2468-4172-af1c-d516cffb2c49,Jailler,76.82,40481.40,290397.28,true
0cfa28c2-487a-445e-a9d9-983fce4bcbe0,Daspar,91.35,31247.09,200489.32,false
b2cb58e3-0877-41a4-aff2-0df285dacfdd,Attoc,77.22,91163.99,163570.88,false
b8734bf5-06b3-4e03-b474-a49e1b8f2211,Grogan,92.15,53472.04,361085.84,true
3d06d1da-2f28-45e3-9aef-1536cf6deb19,Cottam,85.93,72890.86,85420.44,false
3bb3b4eb-56c5-4978-b089-4ada051edec7,Hylton,37.27,87012.61,199008.75,false
d3c9b0e8-11a2-4c35-a29c-a8f293ecadf2,Befroy,92.00,42377.79,257768.76,false
6e9a61b7-07ff-4816-9e26-da03f7e72331,Marshman,38.14,57797.14,302716.12,true
eb00d538-e160-4b14-82ab-6302c0fd7067,Broadnicke,25.54,54008.34,411181.56,true
4e826b66-a5c2-4e01-81e3-c1d10b01f55c,Chaise,91.26,45048.73,285766.70,false
c34758c3-427d-4b1b-9549-6eb2f0f5c2bf,Dimic,73.82,67776.12,199156.66,false
37eb76a6-3367-46e3-99a4-be46c4efead5,Dall,25.23,88664.68,275818.59,false
74841834-754a-4199-a220-ec7c27cc5921,Gabby,30.07,77551.64,179101.59,true
7f3e9348-1aa2-4668-a301-9c06ea2fc52f,Belvard,92.26,79252.28,237504.55,false
fd1c8c39-3fc4-42a9-80c1-5459c74c4316,Fidoe,23.30,75224.01,283274.02,true
ff0e82f4-7e7d-404b-b365-ed4b4ab5b2b7,Scarlon,93.79,76213.00,321841.48,false
b1d48d16-ca72-48fb-950a-36fc90a9b39b,Dryden,21.49,89392.15,75959.42,true
04d67411-e5b9-47ca-a6f1-977b103bdc55,Baumer,47.97,64856.17,116471.77,false
416fe676-5416-4105-a138-a4bbacf54551,Cardozo,98.11,57342.52,206251.64,false
073ed15e-99d7-4ef4-9923-54d160087fbe,Eckery,44.85,45392.39,365912.93,true
41304592-461e-492f-8f34-3e50b68acafd,Franey,78.41,51489.99,200973.16,false
729e8202-2ac2-4877-a430-301a7d333e17,Verissimo,29.14,51539.10,160949.02,true
446d11a6-bd6d-4c86-b01f-98a6c4f8e1bd,Cortnay,93.96,47349.00,231967.95,true
7bbdc60d-3d0c-42f0-a736-fa2557ebd2ed,Mann,64.05,97463.78,220467.60,true
ad22d108-8135-4d8e-8764-ab3182601cd1,MacClinton,75.74,42943.64,175403.74,false
ed7d6ce0-6bd6-453b-80d7-7850c72e0743,Renvoys,27.96,50206.28,327748.34,false
6df8cd9f-e03e-433f-ac83-8bddf62a9d98,Kinforth,54.16,81852.94,67962.40,false
c3fcf0b4-ca5e-482c-b5c1-44a01835832e,Karpenko,70.07,81139.71,408684.14,true
ba1222be-61c5-4816-9c65-2b09ba550176,Edyson,27.77,30744.84,341269.70,false
ab96c23d-4b8d-4dfd-a7aa-a4cd880db49e,St Quenin,74.51,50659.28,133316.41,false
d9993697-f920-405f-9f8c-94981f2f44cd,Gettone,46.19,78509.68,201810.64,true
aa3da407-8cad-4dec-b339-4919cf5aacde,Yeardsley,77.29,47788.28,294483.93,false
2645f3ab-b971-4e15-bcb3-533bb1ebcde5,Dunckley,70.88,71255.23,215613.86,true
684b9c02-e0a5-44e8-bcbd-f41ff282212b,Balmer,47.73,30460.86,421066.64,true
abd0c80f-9b14-4fc5-b641-c5242648931b,Pury,45.79,47356.28,449093.08,false
e2ee9f25-6843-44dd-9f83-27a4f0dfb671,Fantone,27.77,31443.47,250512.70,false
66d987dd-df98-4fb4-90f2-a347a20174d3,Teanby,29.20,91131.20,182198.89,true
78856091-2a0d-4d72-b1c4-fef44b250291,Flett,31.47,46108.42,399953.42,true
9dc08b26-5fe9-4639-9cd0-894f376fc38e,Mayor,75.42,58430.11,92762.92,false
f227bc44-2452-447a-8283-889d5411d6de,Ketteridge,45.10,95651.24,314462.74,false
67798311-37a7-4fb0-961e-03990b0fbadd,Corona,22.85,56852.89,250741.96,false
4c2193ec-d608-4d24-966f-bf259f61d313,Blackborow,45.21,79239.57,77085.61,false
db498da6-8252-4ea7-96a5-dcfe6c8e1039,Antonoyev,94.59,84152.48,383169.64,true
bb80c4a9-e4ba-4185-b10f-6d6c80f4ab6c,Scraney,96.80,71642.98,263778.12,true
bd0d2072-dd41-42fa-971b-38aee6355358,Krelle,21.37,68196.48,402434.39,true
d955f958-e96c-4555-b560-03f225feac40,Yashnov,62.29,63639.37,89618.13,false
